"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_modifier_woda_neutral_cloak_aura_buff"	        			"Cloak Aura"
		"DOTA_Tooltip_modifier_woda_neutral_cloak_aura_buff_Description"	        "Magic resistance increased by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."

		"DOTA_Tooltip_ability_woda_neutral_shockwave"								"Shockwave"
		"DOTA_Tooltip_ability_woda_neutral_shockwave_Description"					"Creating a Shockwave that travels in a line along the ground, dealing damage to enemies it hits. Damage depends on the target's current mana."
		"DOTA_Tooltip_ability_woda_neutral_shockwave_AbilityCastRange"				"CAST RANGE:"
		"DOTA_Tooltip_ability_woda_neutral_shockwave_damage"						"%DAMAGE FROM TARGET'S MANA:"

		"DOTA_Tooltip_ability_woda_neutral_unholy_aura"								"Unholy Aura"
		"DOTA_Tooltip_ability_woda_neutral_unholy_aura_Description"					"Uniting with Demons allows the wearer to emit waves of healing energy that increase health regeneration for himself and nearby allies."
		"DOTA_Tooltip_ability_woda_neutral_unholy_aura_health_regeneration"			"%HEALTH REGEN:"
		"DOTA_Tooltip_ability_woda_neutral_unholy_aura_radius"						"RADIUS:"
		"DOTA_Tooltip_modifier_woda_neutral_unholy_aura_buff"						"Unholy Aura"
		"DOTA_Tooltip_modifier_woda_neutral_unholy_aura_buff_Description"			"Health regeneration increased by %dMODIFIER_PROPERTY_HEALTH_REGEN_PERCENTAGE%%% per second."

		"DOTA_Tooltip_ability_woda_neutral_weakening_aura"							"Weakening Aura"
		"DOTA_Tooltip_ability_woda_neutral_weakening_aura_Description"				"The intimidating size of this creature makes enemies more vulnerable to physical damage."
		"DOTA_Tooltip_ability_woda_neutral_weakening_aura_armor_reduce"				"ARMOR REDUCTION:"
		"DOTA_Tooltip_ability_woda_neutral_weakening_aura_radius"					"RADIUS:"
		"DOTA_Tooltip_modifier_woda_neutral_weakening_aura_buff"					"Weakening Aura"
		"DOTA_Tooltip_modifier_woda_neutral_weakening_aura_buff_Description"		"Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"DOTA_Tooltip_ability_woda_neutral_hurl_boulder"							"Hurl Boulder"
		"DOTA_Tooltip_ability_woda_neutral_hurl_boulder_Description"				"Throws a boulder at the target and stuns them."
		"DOTA_Tooltip_ability_woda_neutral_hurl_boulder_stun_duration"				"STUN DURATION:"
		"DOTA_Tooltip_ability_woda_neutral_hurl_boulder_AbilityCastRange"			"CAST RANGE:"

		"DOTA_Tooltip_ability_woda_neutral_icegire_bomb"							"Icefire Bomb"
		"DOTA_Tooltip_ability_woda_neutral_icegire_bomb_Description"				"Hurls blue flames at an enemy, dealing damage over time based on the target's current health."	
		"DOTA_Tooltip_ability_woda_neutral_icegire_bomb_duration"					"DURATION:"
		"DOTA_Tooltip_ability_woda_neutral_icegire_bomb_damage"						"%DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_woda_neutral_icegire_bomb_AbilityCastRange"			"CAST RANGE:"
		"DOTA_Tooltip_modifier_woda_neutral_icegire_bomb"							"Icefire Bomb"
		"DOTA_Tooltip_modifier_woda_neutral_icegire_bomb_Description"				"Taking damage from current health every second."

		"DOTA_Tooltip_ability_woda_neutral_thunder_clap"							"Thunder Clap"
		"DOTA_Tooltip_ability_woda_neutral_thunder_clap_Description"				"Deafeningly slams, slowing nearby enemies."
		"DOTA_Tooltip_ability_woda_neutral_thunder_clap_radius"						"RADIUS:"
		"DOTA_Tooltip_ability_woda_neutral_thunder_clap_movement_speed"				"%MOVE SLOW:"
		"DOTA_Tooltip_ability_woda_neutral_thunder_clap_duration"					"DURATION:"
		"DOTA_Tooltip_modifier_woda_neutral_thunder_clap_debuff"					"Thunder Clap"
		"DOTA_Tooltip_modifier_woda_neutral_thunder_clap_debuff_Description"		"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_ability_woda_neutral_seed_shot"								"Seed Shot"
		"DOTA_Tooltip_ability_woda_neutral_seed_shot_Description"					"Throws a seed at the target target that hits the selected enemy. The seed also jumps to other nearby enemies. Damage depends on the target's current health."
		"DOTA_Tooltip_ability_woda_neutral_seed_shot_damage"						"%DAMAGE FROM TARGET'S HEALTH:"
		"DOTA_Tooltip_ability_woda_neutral_seed_shot_max_waves"						"MAX TARGETS:"
		"DOTA_Tooltip_ability_woda_neutral_seed_shot_radius"						"JUMP RANGE:"
		"DOTA_Tooltip_ability_woda_neutral_seed_shot_AbilityCastRange"				"CAST RANGE:"

		"DOTA_Tooltip_ability_woda_neutral_rally"									"Rally"
		"DOTA_Tooltip_ability_woda_neutral_rally_Description"						"Nearby allies gain a bonus to attack damage. The effect of several of these auras is cumulative."
		"DOTA_Tooltip_ability_woda_neutral_rally_radius"							"RADIUS:"
		"DOTA_Tooltip_ability_woda_neutral_rally_bonus_damage"						"%BONUS DAMAGE:"
		"DOTA_Tooltip_modifier_woda_neutral_rally_buff"								"Rally"
		"DOTA_Tooltip_modifier_woda_neutral_rally_buff_Description"					"Attack damage increased by %dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%."

		"DOTA_Tooltip_ability_woda_neutral_purge"									"Purge"
		"DOTA_Tooltip_ability_woda_neutral_purge_Description"						"Removes buffs from an enemy and slows their movement.\n\nDISPEL TYPE: Basic Dispel"
		"DOTA_Tooltip_ability_woda_neutral_purge_duration"							"DURATION:"
		"DOTA_Tooltip_ability_woda_neutral_purge_movement_speed"					"%MOVE SLOW:"
		"DOTA_Tooltip_ability_woda_neutral_purge_AbilityCastRange"					"CAST RANGE:"
		"DOTA_Tooltip_modifier_woda_neutral_purge"									"Purge"
		"DOTA_Tooltip_modifier_woda_neutral_purge_Description"						"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_ability_woda_neutral_hurricane"								"Hurricane"
		"DOTA_Tooltip_ability_woda_neutral_hurricane_Description"					"Calls upon the spirit of the wind and creates a hurricane that pushes the target away from itself."
		"DOTA_Tooltip_ability_woda_neutral_hurricane_range"							"DISTANCE PUSHED:"
		"DOTA_Tooltip_ability_woda_neutral_hurricane_AbilityCastRange"				"CAST RANGE:"
		"DOTA_Tooltip_modifier_woda_neutral_hurricane"								"Hurricane"
		"DOTA_Tooltip_modifier_woda_neutral_hurricane_Description"					"Being pushed by a hurricane."

		"DOTA_Tooltip_ability_woda_neutral_tornado"									"Tornado"
		"DOTA_Tooltip_ability_woda_neutral_tornado_Description"						"Calls upon the spirit of the winds and creates a tornado. The tornado deals magic damage equal to the target's maximum health every second."
		"DOTA_Tooltip_ability_woda_neutral_tornado_duration"						"DURATION:"
		"DOTA_Tooltip_ability_woda_neutral_tornado_radius"							"RADIUS:"
		"DOTA_Tooltip_ability_woda_neutral_tornado_damage"							"%DAMAGE FROM TARGET'S HEALTH:"
		"DOTA_Tooltip_ability_woda_neutral_tornado_AbilityCastRange"				"CAST RANGE:"
		"DOTA_Tooltip_modifier_woda_neutral_tornado"								"Tornado"
		"DOTA_Tooltip_modifier_woda_neutral_tornado_Description"					"Taking damage from current health every second."

		"DOTA_Tooltip_ability_woda_neutral_granite_aura"							"Granite Aura"
		"DOTA_Tooltip_ability_woda_neutral_granite_aura_Description"				"Increases the health capacity of nearby units."
		"DOTA_Tooltip_ability_woda_neutral_granite_aura_health"						"%BONUS HEALTH:"
		"DOTA_Tooltip_ability_woda_neutral_granite_aura_radius"						"RADIUS:"
		"DOTA_Tooltip_modifier_woda_neutral_granite_aura_buff"						"Granite Aura"
		"DOTA_Tooltip_modifier_woda_neutral_granite_aura_buff_Description"			"Health increased by %dMODIFIER_PROPERTY_EXTRA_HEALTH_PERCENTAGE%%%."

		"DOTA_Tooltip_ability_woda_neutral_break"									"Break"
		"DOTA_Tooltip_ability_woda_neutral_break_Description"						"Each attack inflicts an break effect on the target."
		"DOTA_Tooltip_ability_woda_neutral_break_duration"							"DURATION:"
		"DOTA_Tooltip_modifier_woda_neutral_break_debuff"							"Break"
		"DOTA_Tooltip_modifier_woda_neutral_break_debuff_Description"				"Passive abilities disabled."

		"DOTA_Tooltip_modifier_item_tome_of_aghanim_custom"							"Tome of Aghanim"
		"DOTA_Tooltip_modifier_item_tome_of_aghanim_custom_Description"				"Attributes give additional bonuses"

		"DOTA_Tooltip_modifier_item_tome_of_aghanim_custom_consume"							"Tome of Aghanim"
		"DOTA_Tooltip_modifier_item_tome_of_aghanim_custom_consume_Description"				"Attributes give additional bonuses"

		"DOTA_Tooltip_ability_woda_neutral_ice_armor"								"Ice Armor"
		"DOTA_Tooltip_ability_woda_neutral_ice_armor_Description"					"Covers a target ally in an invisible layer of icy air that increases armor and slows any attacker."
		"DOTA_Tooltip_ability_woda_neutral_ice_armor_bonus_armor"					"BONUS ARMOR:"
		"DOTA_Tooltip_ability_woda_neutral_ice_armor_duration"						"DURATION:"
		"DOTA_Tooltip_ability_woda_neutral_ice_armor_movement_speed"				"%MOVE SLOW:"
		"DOTA_Tooltip_ability_woda_neutral_ice_armor_attack_speed"					"ATTACK SLOW:"
		"DOTA_Tooltip_ability_woda_neutral_ice_armor_duration_debuff"				"SLOW DURATION:"
		"DOTA_Tooltip_modifier_woda_neutral_ice_armor_buff"							"Ice Armor"
		"DOTA_Tooltip_modifier_woda_neutral_ice_armor_buff_Description"				"Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%. Enemy creatures that attack you will suffer reduced movement and attack speed."
		"DOTA_Tooltip_modifier_woda_neutral_ice_armor_debuff"						"Ice Armor Slow"
		"DOTA_Tooltip_modifier_woda_neutral_ice_armor_debuff_Description"			"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_woda_neutral_smash"									"Ogre Smash"
		"DOTA_Tooltip_ability_woda_neutral_smash_Description"						"Slowly prepares a power attack that stuns all enemies in front of it."
		"DOTA_Tooltip_ability_woda_neutral_smash_radius"							"RADIUS:"
		"DOTA_Tooltip_ability_woda_neutral_smash_stun_duration"						"STUN DURATION:"

		"DOTA_Tooltip_ability_woda_neutral_smash_hop"								"Ogre Smash Hop"
		"DOTA_Tooltip_ability_woda_neutral_smash_hop_Description"					"Slowly unleashes a strong attack that stuns all enemies around it."
		"DOTA_Tooltip_ability_woda_neutral_smash_hop_radius"						"RADIUS:"
		"DOTA_Tooltip_ability_woda_neutral_smash_hop_stun_duration"					"STUN DURATION:"

		"DOTA_Tooltip_ability_woda_neutral_swiftness_aura"							"Swiftness Aura"
		"DOTA_Tooltip_ability_woda_neutral_swiftness_aura_Description"				"This creature is so terrifying that it not only attacks faster itself, but also urges allies on."
		"DOTA_Tooltip_ability_woda_neutral_swiftness_aura_attack_speed"				"ATTACK SPEED:"
		"DOTA_Tooltip_ability_woda_neutral_swiftness_aura_radius"					"RADIUS:"
		"DOTA_Tooltip_modifier_woda_neutral_swiftness_aura_buff"					"Swiftness Aura"
		"DOTA_Tooltip_modifier_woda_neutral_swiftness_aura_buff_Description"		"Attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_woda_neutral_splash_attack"							"Splash Attack"
		"DOTA_Tooltip_ability_woda_neutral_splash_attack_Description"				"This creature attacks in an area, dealing damage not only to the target, but also to all enemies adjacent to it."
		"DOTA_Tooltip_ability_woda_neutral_splash_attack_radius"					"RANGE:"
		"DOTA_Tooltip_ability_woda_neutral_splash_attack_splash"					"%DAMAGE:"

		"DOTA_Tooltip_ability_woda_neutral_frenzy"									"Frenzy"
		"DOTA_Tooltip_ability_woda_neutral_frenzy_Description"						"Enrages allies, increasing their attack speed."
		"DOTA_Tooltip_ability_woda_neutral_frenzy_attack_speed"						"ATTACK SPEED:"
		"DOTA_Tooltip_ability_woda_neutral_frenzy_radius"							"RADIUS:"
		"DOTA_Tooltip_modifier_woda_neutral_frenzy_buff"							"Frenzy"
		"DOTA_Tooltip_modifier_woda_neutral_frenzy_buff_Description"				"Attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_woda_neutral_war_drums_aura"							"War Drums"
		"DOTA_Tooltip_ability_woda_neutral_war_drums_aura_Description"				"This creature's attacks ignore the target's evasion."		
		"DOTA_Tooltip_ability_woda_neutral_war_drums_aura_chance"					"%ACCURACY INCREASE:"

		"DOTA_Tooltip_ability_woda_neutral_fireball"								"Fireball"
		"DOTA_Tooltip_ability_woda_neutral_fireball_Description"     				"Spews fire on the selected area. The flame deals magic damage based on the target's current health every second."
		"DOTA_Tooltip_ability_woda_neutral_fireball_radius"		     				"RADIUS:"
		"DOTA_Tooltip_ability_woda_neutral_fireball_damage"          				"%DAMAGE FROM TARGET'S HEALTH:"
		"DOTA_Tooltip_ability_woda_neutral_fireball_AbilityCastRange"				"CAST RANGE:"
		"DOTA_Tooltip_ability_woda_neutral_fireball_duration"        				"DURATION:"

		"DOTA_Tooltip_ability_woda_neutral_frost_attack"							"Frost Attack"
		"DOTA_Tooltip_ability_woda_neutral_frost_attack_Description"				"Imbues attacks with a chill that chills victims to the bone."
		"DOTA_Tooltip_ability_woda_neutral_frost_attack_movement_speed"				"%MOVE SLOW:"
		"DOTA_Tooltip_ability_woda_neutral_frost_attack_attack_speed"				"ATTACK SLOW:"
		"DOTA_Tooltip_ability_woda_neutral_frost_attack_duration"					"DURATION:"
		"DOTA_Tooltip_modifier_woda_neutral_frost_attack_debuff"					"Frost Attack"
		"DOTA_Tooltip_modifier_woda_neutral_frost_attack_debuff_Description"		"Movement speed and attack speed have been reduced."

		"DOTA_Tooltip_ability_woda_neutral_vex"										"Vex"
		"DOTA_Tooltip_ability_woda_neutral_vex_Description"							"Each attack inflicts a silence effect on the target."
		"DOTA_Tooltip_ability_woda_neutral_vex_duration"							"DURATION:"
		"DOTA_Tooltip_modifier_woda_neutral_vex_debuff"								"Vex"
		"DOTA_Tooltip_modifier_woda_neutral_vex_Description"						"Silenced."

		"DOTA_Tooltip_ability_woda_neutral_purification"							"Unholy Purification"	
		"DOTA_Tooltip_ability_woda_neutral_purification_Description"				"Instantly heals a creature and deals damage to enemies around it. Healing and damage are based on the creature's maximum health."
		"DOTA_Tooltip_ability_woda_neutral_purification_heal_persentage"			"%HEAL/DAMAGE:"
		"DOTA_Tooltip_ability_woda_neutral_purification_radius"						"RADIUS:"

		"DOTA_Tooltip_ability_woda_neutral_ogre_seal"								"Ogre Seal Charge"
		"DOTA_Tooltip_ability_woda_neutral_ogre_seal_Description"					"The wearer leaps forward twice, stunning enemies with each leap."		
		"DOTA_Tooltip_ability_woda_neutral_ogre_seal_stun_duration"					"STUN DURATION:"
		"DOTA_Tooltip_ability_woda_neutral_ogre_seal_leap_distance"					"CAST RANGE:"
		"DOTA_Tooltip_ability_woda_neutral_ogre_seal_radius"						"STUN RADIUS:"

		"DOTA_Tooltip_ability_item_dust_custom"										"Dust of Appearance"
		"DOTA_Tooltip_ability_item_dust_custom_Description"							"<h1>Use: Reveal</h1>Provides vision in an area with a %radius% radius for %duration% seconds."
		"DOTA_Tooltip_ability_item_dust_custom_Lore"								"One may hide visage, but never volume."
		"DOTA_Tooltip_ability_item_dust_custom_radius"		""
		"DOTA_Tooltip_ability_item_dust_custom_duration"	""

		"DOTA_Tooltip_ability_item_raindrop_ring"									"Raindrops Ring"
		"DOTA_Tooltip_ability_item_raindrop_ring_Description"						"<h1>Passive: Magical Damage Block</h1> Block %damage_block_magical% magic damage from damage instances over %damage_block_start% damage."
		"DOTA_Tooltip_ability_item_raindrop_ring_bonus_intellect"					"+$int"
		"DOTA_Tooltip_ability_item_raindrop_ring_mana_regen"						"+$mana_regen"
		"DOTA_Tooltip_ability_item_raindrop_ring_Lore"								"Ring with protection against magical attacks."

		"DOTA_Tooltip_ability_item_quelling_ring"									"Quelling Ring"
		"DOTA_Tooltip_ability_item_quelling_ring_bonus_agility"						"+$agi"
		"DOTA_Tooltip_ability_item_quelling_ring_Description"						"<h1>Active: Chop Tree</h1> Destroys selected trees.<br><br>Radius: %trees_destoy%<br>Cast Range: %abilitycastrange%\n<h1>Passive: Quell</h1> Increases attack damage against non-hero units by %bonus_damage_creep%."
		"DOTA_Tooltip_ability_item_quelling_ring_Lore"								"Ring of the Fallen Dwarf."





		"DOTA_Tooltip_ability_item_soul_reaver"										"Soul Reaver"
		"DOTA_Tooltip_ability_item_soul_reaver_Description"							"<h1>Passive: Soul Sacrifice</h1> Removes %damage_per_second% health per second from nearby enemies. <br><br> If there is an enemy near you, you restore %mana_restore% of mana per second. <br><br> Radius: %radius%"
		"DOTA_Tooltip_ability_item_soul_reaver_Lore"								"Consumes the souls of those who get too close."
		"DOTA_Tooltip_ability_item_soul_reaver_bonus_strength"						"+$str"
		"DOTA_Tooltip_ability_item_soul_reaver_bonus_agi"							"+$agi"
		"DOTA_Tooltip_ability_item_soul_reaver_bonus_int"							"+$int"
		"DOTA_Tooltip_ability_item_soul_reaver_bonus_health"						"+$health"
		"DOTA_Tooltip_ability_item_soul_reaver_bonus_armor"							"+$armor"
		"DOTA_Tooltip_ability_item_soul_reaver_Note0"								"Buffs from multiple items do not stack."

		"DOTA_Tooltip_modifier_item_soul_reaver_debuff"								"Soul Sacrifice"
		"DOTA_Tooltip_modifier_item_soul_reaver_debuff_Description"					"Takes away health."

		"DOTA_Tooltip_ability_item_staff_of_raindrops"								"Staff of Raindrops"
		"DOTA_Tooltip_ability_item_staff_of_raindrops_bonus_intellect"				"+$int"
		"DOTA_Tooltip_ability_item_staff_of_raindrops_bonus_str"					"+$str"
		"DOTA_Tooltip_ability_item_staff_of_raindrops_bonus_agi"					"+$agi"
		"DOTA_Tooltip_ability_item_staff_of_raindrops_bonus_mana"					"%+$mana"
		"DOTA_Tooltip_ability_item_staff_of_raindrops_mana_regen"					"%+$mana_regen"
		"DOTA_Tooltip_ability_item_staff_of_raindrops_bonus_health"					"+$health"
		"DOTA_Tooltip_ability_item_staff_of_raindrops_bonus_damage"					"+$damage"
		"DOTA_Tooltip_ability_item_staff_of_raindrops_Description"					"<h1>Passive: Damage Block</h1> Block %damage_block_magical% damage from damage instances over %damage_block_start% damage."
		"DOTA_Tooltip_ability_item_staff_of_raindrops_Lore"							"It seems to be the staff of the Anti-Mage..."
		"DOTA_Tooltip_ability_item_staff_of_raindrops_Note0"						"Buffs from multiple items do not stack."

		"DOTA_Tooltip_ability_item_quelling_song"									"Quelling Song"
		"DOTA_Tooltip_ability_item_quelling_song_bonus_agility"						"+$agi"
		"DOTA_Tooltip_ability_item_quelling_song_bonus_str"							"+$str"
		"DOTA_Tooltip_ability_item_quelling_song_bonus_int"							"+$int"
		"DOTA_Tooltip_ability_item_quelling_song_bonus_attackspeed"					"%+Base Attack Speed"
		"DOTA_Tooltip_ability_item_quelling_song_Description"						"<h1>Active: Chop Tree</h1> Destroys selected trees.<br><br>Radius: %trees_destoy%<br>Cast Range: %abilitycastrange%\n\n<h1>Passive: Quelling Aura</h1> Reduces enemy mana regeneration by %mana_regen_reduce%%%.<br><br>Radius: %aura_radius%"
 		"DOTA_Tooltip_ability_item_quelling_song_Lore"								"There are legends that there were archers among the dwarves."
		"DOTA_Tooltip_ability_item_quelling_song_Note0"								"Buffs from multiple items do not stack."
		"DOTA_Tooltip_modifier_item_venom_song_aura_debuff"								"Quelling Aura"
  		"DOTA_Tooltip_modifier_item_venom_song_aura_debuff_Description" 				"Reduces mana regeneration by %dMODIFIER_PROPERTY_TOOLTIP%%%."






		"DOTA_Tooltip_ability_item_gem_custom"										"Gem of True Sight"
		"DOTA_Tooltip_ability_item_gem_custom_Description"							"<h1>Active: True Sight</h1> Gives the wearer an unobstructed view within a radius %radius%. Duration: %duration% seconds."
		"DOTA_Tooltip_ability_item_gem_custom_Lore"									"Not one thrall creature of the depths,\nNor spirit bound in drowning's keep,\nNor Maelrawn the Tentacular,\nShall rest till seas, gem comes to sleep."
		"DOTA_Tooltip_modifier_item_gem_custom_buff" "Gem of True Sight"
		"DOTA_Tooltip_modifier_item_gem_custom_buff_Description" "Grants the wearer unobstructed vision."

		"DOTA_Tooltip_ability_item_shadow_amulet_custom"							"Shadow Amulet"
		"DOTA_Tooltip_ability_item_shadow_amulet_custom_Description"				"<h1>Active: Shadow Walk</h1>Increases movement speed by %movement_speed%%% and allows you to pass through creatures for %duration% seconds or until the moment when the hero makes an attack."
		"DOTA_Tooltip_ability_item_shadow_amulet_custom_Lore"						"A small talisman that blinds your enemies, but requires absolute mobility."
		"DOTA_Tooltip_modifier_item_shadow_amulet_custom_active"					"Shadow Walk"
		"DOTA_Tooltip_modifier_item_shadow_amulet_custom_active_Description"		"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and you can move through units. The attack will remove the effect."

		"DOTA_Tooltip_ability_item_shadow_blade_custom"								"Shadow Blade"
		"DOTA_Tooltip_ability_item_shadow_blade_custom_Description"					"<h1>Active: Shadow Walk</h1>Increases movement speed by %movement_speed%%% and allows you to pass through creatures for %duration% seconds or until the moment when the hero makes an attack. <br><br>If attacking to end the effect, you gain %windwalk_bonus_damage% bonus physical damage on that attack."
		"DOTA_Tooltip_ability_item_shadow_blade_custom_Lore"						"The blade of a fallen king, it allows you to move unseen and strike from the shadows."
		"DOTA_Tooltip_ability_item_shadow_blade_custom_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_shadow_blade_custom_bonus_attack_speed"			"+$attack"
		"DOTA_Tooltip_modifier_item_shadow_blade_custom_active"						"Shadow Walk"
		"DOTA_Tooltip_modifier_item_shadow_blade_custom_active_Description"			"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and you can move through units. Attacking to break effect will deal 175 bonus damage."

		"DOTA_Tooltip_ability_item_silver_edge_custom"								"Silver Edge"
		"DOTA_Tooltip_ability_item_silver_edge_custom_Description"					"<h1>Active: Shadow Walk</h1>Increases movement speed by %movement_speed%%% and allows you to walk through creatures for %duration% sec. or until the hero makes an attack. <br><br>An attack that interrupts the effect will deal %windwalk_bonus_damage% additional damage and disable the victim's passive abilities for %backstab_duration% sec."
		"DOTA_Tooltip_ability_item_silver_edge_custom_bonus_damage"					"+$damage"
		"DOTA_Tooltip_ability_item_silver_edge_custom_bonus_attack_speed"			"+$attack"
		"DOTA_Tooltip_ability_item_silver_edge_custom_Lore"							"Once used to slay an unjust king, only to have the kingdom erupt into civil war in the aftermath."
		"DOTA_Tooltip_modifier_item_silver_edge_custom_active"						"Shadow Walk"
		"DOTA_Tooltip_modifier_item_silver_edge_custom_active_Description"			"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and you can move through units. Attacking to break effect will deal 175 + 160% bonus damage and disable passive abilities."
		"DOTA_Tooltip_modifier_item_silver_edge_custom_break"						"Shadow Walk Attack"
		"DOTA_Tooltip_modifier_item_silver_edge_custom_break_Description"			"Passive abilities disabled."

"DOTA_Tooltip_ability_item_glimmer_cape_custom"								"Glimmer Cape"
"DOTA_Tooltip_ability_item_glimmer_cape_custom_Description"					"<h1> Active: Glimmer </h1> Increases movement speed by %bonus_movespeed% and grants a barrier that absorbs up to %active_magical_armor% magical damage. Lasts %duration% sec. <br><br> Does not interrupt channeling abilities."
"DOTA_Tooltip_ability_item_glimmer_cape_custom_Lore"						"Stolen cloak of a great illusionist."
"DOTA_Tooltip_ability_item_glimmer_cape_custom_bonus_magical_armor"			"%+$spell_resist"
"DOTA_Tooltip_modifier_item_glimmer_cape_custom_active"						"Glimmer"
"DOTA_Tooltip_modifier_item_glimmer_cape_custom_active_Description"			"Absorbs magical damage. Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_item_hand_of_midas_custom"							"Hand of Midas"
		"DOTA_Tooltip_ability_item_hand_of_midas_custom_Lore"						"This glove, preserved by some unknown magic, serves the wearer's greed by filling his pockets with gold."
		"DOTA_Tooltip_ability_item_hand_of_midas_custom_Description"				"<h1>Active: Transmute</h1> Kills a non-hero target for %bonus_gold% gold and %xp_multiplier%x experience. <br><br> Cannot be used on ancient creeps, bosses, and champion creeps.<br><br>Range: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_hand_of_midas_custom_bonus_attack_speed"			"+$attack"

		"DOTA_Tooltip_ability_item_travel_boots_custom"								"Boots of Travel"
		"DOTA_Tooltip_ability_item_travel_boots_custom_bonus_movement_speed"		"+$move_speed"
		"DOTA_Tooltip_ability_item_travel_boots_custom_bonus_movespeed_limit_tooltip"		"+to maximum movement speed"
		"DOTA_Tooltip_ability_item_travel_boots_custom_Description"					"<h1>Passive: Travel</h1> Increases health regeneration while moving for %movement_bonus_health_regen%, and mana regeneration for %movement_bonus_mana_regen%."
		"DOTA_Tooltip_ability_item_travel_boots_custom_Lore"						"Winged boots that grant omnipresence."
		"DOTA_Tooltip_modifier_item_travel_boots_custom"							"Travel"
		"DOTA_Tooltip_modifier_item_travel_boots_custom_Description"				"You regenerate health and mana."

		"DOTA_Tooltip_ability_item_travel_boots_2_custom"							"Boots of Travel 2"
		"DOTA_Tooltip_ability_item_travel_boots_2_custom_bonus_movement_speed"		"+$move_speed"
		"DOTA_Tooltip_ability_item_travel_boots_2_custom_bonus_movespeed_limit_tooltip"		"+to maximum movement speed"
		"DOTA_Tooltip_ability_item_travel_boots_2_custom_Description"				"<h1>Passive: Travel</h1> Increases health regeneration while moving for %movement_bonus_health_regen%, and mana regeneration for %movement_bonus_mana_regen%."
		"DOTA_Tooltip_ability_item_travel_boots_2_custom_Lore"						"My teleport has been cancelled, the game has been lost for a long time."
		"DOTA_Tooltip_modifier_item_travel_boots_2_custom"							"Travel"
		"DOTA_Tooltip_modifier_item_travel_boots_2_custom_Description"				"You regenerate health and mana."

		
"DOTA_Tooltip_ability_item_dagon_Description"								"<h1>Active: Energy Burst</h1> Releases a powerful burst of energy that deals magical damage to the targeted enemy unit and heals the owner for %dagon_spell_lifesteal%%% of the damage dealt. This item can be upgraded. <br><br>Damage: %damage%<br>Cast Range: %abilitycastrange% <br> Mana Cost: %mana_cost_tooltip% \n Does not deal damage during the first 10 minutes in Overthrow mode."
"DOTA_Tooltip_ability_item_dagon_2_Description"								"<h1>Active: Energy Burst</h1> Releases a powerful burst of energy that deals magical damage to the targeted enemy unit and heals the owner for %dagon_spell_lifesteal%%% of the damage dealt. This item can be upgraded. <br><br>Damage: %damage%<br>Cast Range: %abilitycastrange% <br> Mana Cost: %mana_cost_tooltip% \n Does not deal damage during the first 10 minutes in Overthrow mode."
"DOTA_Tooltip_ability_item_dagon_3_Description"								"<h1>Active: Energy Burst</h1> Releases a powerful burst of energy that deals magical damage to the targeted enemy unit and heals the owner for %dagon_spell_lifesteal%%% of the damage dealt. This item can be upgraded. <br><br>Damage: %damage%<br>Cast Range: %abilitycastrange% <br> Mana Cost: %mana_cost_tooltip% \n Does not deal damage during the first 10 minutes in Overthrow mode."
"DOTA_Tooltip_ability_item_dagon_4_Description"								"<h1>Active: Energy Burst</h1> Releases a powerful burst of energy that deals magical damage to the targeted enemy unit and heals the owner for %dagon_spell_lifesteal%%% of the damage dealt. This item can be upgraded. <br><br>Damage: %damage%<br>Cast Range: %abilitycastrange% <br> Mana Cost: %mana_cost_tooltip% \n Does not deal damage during the first 10 minutes in Overthrow mode."
